"1","1","category",,"0","8"
"4","4","language","a:3:{s:6:\"locale\";s:5:\"de_DE\";s:3:\"rtl\";s:1:\"0\";s:9:\"flag_code\";s:2:\"de\";}","0","193"
"5","5","term_language",,"0","7"
"6","6","term_translations","a:3:{s:2:\"en\";i:9;s:2:\"de\";i:1;s:2:\"ru\";i:22;}","0","3"
"7","7","language","a:3:{s:6:\"locale\";s:5:\"en_GB\";s:3:\"rtl\";s:1:\"0\";s:9:\"flag_code\";s:2:\"gb\";}","0","49"
"8","8","term_language",,"0","1"
"9","9","category",,"0","2"
"14","14","post_translations","a:2:{s:2:\"de\";i:2375;s:2:\"ru\";i:267;}","0","2"
"15","15","post_translations","a:1:{s:2:\"de\";i:14;}","0","1"
"17","17","post_translations","a:1:{s:2:\"ru\";i:287;}","0","1"
"20","20","language","a:3:{s:6:\"locale\";s:5:\"ru_RU\";s:3:\"rtl\";s:1:\"0\";s:9:\"flag_code\";s:2:\"ru\";}","0","60"
"21","21","term_language",,"0","1"
"22","22","category",,"0","6"
"29","29","post_translations","a:1:{s:2:\"de\";i:115;}","0","1"
"31","31","post_translations","a:3:{s:2:\"en\";i:6796;s:2:\"de\";i:134;s:2:\"ru\";i:6663;}","0","3"
"33","33","post_translations","a:3:{s:2:\"de\";i:6300;s:2:\"en\";i:5816;s:2:\"ru\";i:4034;}","0","3"
"39","39","post_translations","a:3:{s:2:\"de\";i:6991;s:2:\"en\";i:4531;s:2:\"ru\";i:3636;}","0","3"
"42","42","post_translations","a:1:{s:2:\"de\";i:150;}","0","1"
"43","43","post_translations","a:1:{s:2:\"de\";i:152;}","0","1"
"44","44","post_translations","a:1:{s:2:\"de\";i:154;}","0","1"
"50","50","post_translations","a:1:{s:2:\"de\";i:166;}","0","1"
"53","53","post_translations","a:1:{s:2:\"de\";i:172;}","0","1"
"56","56","post_translations","a:3:{s:2:\"de\";i:178;s:2:\"en\";i:4713;s:2:\"ru\";i:4262;}","0","3"
"58","58","post_translations","a:1:{s:2:\"de\";i:182;}","0","1"
"61","61","post_translations","a:1:{s:2:\"de\";i:188;}","0","1"
"64","64","post_translations","a:1:{s:2:\"de\";i:194;}","0","1"
"71","71","post_translations","a:1:{s:2:\"de\";i:969;}","0","1"
"74","74","nav_menu",,"0","1"
"75","75","nav_menu",,"0","5"
"76","76","nav_menu",,"0","5"
"77","77","nav_menu",,"0","5"
"78","78","nav_menu",,"0","60"
"79","79","nav_menu",,"0","44"
"80","80","nav_menu",,"0","39"
"81","81","post_translations","a:3:{s:2:\"ru\";i:2690;s:2:\"de\";i:2205;s:2:\"en\";i:2214;}","0","3"
"82","82","post_translations","a:3:{s:2:\"ru\";i:2692;s:2:\"de\";i:2208;s:2:\"en\";i:2216;}","0","3"
"85","85","sdm_categories",,"0","1"
"86","86","sdm_categories",,"0","0"
"87","87","post_translations","a:3:{s:2:\"en\";i:2366;s:2:\"de\";i:2364;s:2:\"ru\";i:2521;}","0","3"
"88","88","post_translations","a:3:{s:2:\"ru\";i:2695;s:2:\"de\";i:2303;s:2:\"en\";i:2523;}","0","3"
"89","89","post_translations","a:3:{s:2:\"ru\";i:2694;s:2:\"de\";i:2305;s:2:\"en\";i:2525;}","0","3"
"90","90","post_translations","a:3:{s:2:\"de\";i:2223;s:2:\"en\";i:2528;s:2:\"ru\";i:2693;}","0","3"
"91","91","post_translations","a:3:{s:2:\"ru\";i:2696;s:2:\"de\";i:2484;s:2:\"en\";i:2530;}","0","3"
"92","92","post_translations","a:3:{s:2:\"de\";i:2236;s:2:\"en\";i:2573;s:2:\"ru\";i:2628;}","0","3"
"93","93","post_translations","a:3:{s:2:\"de\";i:2405;s:2:\"en\";i:2578;s:2:\"ru\";i:4082;}","0","3"
"105","105","post_translations","a:3:{s:2:\"ru\";i:2590;s:2:\"de\";i:2342;s:2:\"en\";i:2589;}","0","3"
"106","106","post_translations","a:2:{s:2:\"en\";i:2592;s:2:\"de\";i:2273;}","0","2"
"111","111","bildtyp",,"0","0"
"112","112","bildtyp",,"0","0"
"113","113","medientyp",,"0","3"
"114","114","medientyp",,"0","0"
"115","115","medientyp",,"0","0"
"116","116","medientyp",,"113","4"
"117","117","medientyp",,"113","0"
"118","118","medientyp",,"113","0"
"119","119","thema",,"0","3"
"120","120","thema",,"119","3"
"121","121","thema",,"120","3"
"122","122","post_translations","a:3:{s:2:\"en\";i:2620;s:2:\"de\";i:2258;s:2:\"ru\";i:2649;}","0","3"
"123","123","post_translations","a:3:{s:2:\"de\";i:2283;s:2:\"en\";i:2622;s:2:\"ru\";i:2651;}","0","3"
"124","124","post_translations","a:3:{s:2:\"ru\";i:2630;s:2:\"de\";i:2279;s:2:\"en\";i:2632;}","0","3"
"127","127","category_media",,"0","24"
"128","128","category_media",,"127","15"
"129","129","category_media",,"128","10"
"130","130","category_media",,"128","60"
"131","131","category_media",,"128","9"
"132","132","category_media",,"0","0"
"133","133","category_media",,"132","21"
"134","134","category_media",,"133","4"
"135","135","category_media",,"134","32"
"137","137","post_tag",,"0","1"
"138","138","term_translations","a:1:{s:2:\"de\";i:137;}","0","1"
"139","139","post_tag",,"0","1"
"140","140","term_translations","a:1:{s:2:\"de\";i:139;}","0","1"
"141","141","post_tag",,"0","1"
"142","142","term_translations","a:1:{s:2:\"de\";i:141;}","0","1"
"143","143","post_translations","a:3:{s:2:\"de\";i:2281;s:2:\"en\";i:2674;s:2:\"ru\";i:2653;}","0","3"
"145","145","post_translations","a:3:{s:2:\"de\";i:2285;s:2:\"en\";i:2676;s:2:\"ru\";i:2678;}","0","3"
"146","146","category_media",,"127","1"
"147","147","category_media",,"146","1"
"148","148","category_media",,"133","0"
"149","149","category_media",,"148","1"
"150","150","category_media",,"133","3"
"151","151","category_media",,"150","1"
"152","152","category_media",,"134","3"
"153","153","category_media",,"134","4"
"154","154","ddownload_category",,"0","8"
"155","155","ddownload_category",,"154","1"
"156","156","ddownload_category",,"154","13"
"157","157","category_media",,"134","7"
"158","158","category_media",,"127","2"
"159","159","category_media",,"134","2"
"160","160","category",,"0","1"
"161","161","term_translations","a:1:{s:2:\"de\";i:160;}","0","1"
"162","162","post_tag",,"0","1"
"163","163","term_translations","a:1:{s:2:\"de\";i:162;}","0","1"
"164","164","post_tag",,"0","1"
"165","165","term_translations","a:1:{s:2:\"de\";i:164;}","0","1"
"166","166","ddownload_category",,"0","0"
"167","167","ddownload_category",,"0","1"
"168","168","ddownload_category",,"154","2"
"169","169","category_media",,"132","4"
"170","170","post_translations","a:3:{s:2:\"en\";i:5139;s:2:\"de\";i:2563;s:2:\"ru\";i:2968;}","0","3"
"171","171","post_translations","a:2:{s:2:\"ru\";i:2991;s:2:\"de\";i:2380;}","0","2"
"172","172","post_translations","a:3:{s:2:\"ru\";i:3108;s:2:\"de\";i:3112;s:2:\"en\";i:3115;}","0","3"
"173","173","post_translations","a:1:{s:2:\"de\";i:2392;}","0","1"
"174","174","post_translations","a:2:{s:2:\"de\";i:3074;s:2:\"ru\";i:3303;}","0","2"
"176","176","post_translations","a:2:{s:2:\"de\";i:3349;s:2:\"ru\";i:3374;}","0","2"
"177","177","post_translations","a:3:{s:2:\"en\";i:4188;s:2:\"de\";i:5416;s:2:\"ru\";i:3415;}","0","4"
"178","178","post_translations","a:3:{s:2:\"de\";i:6764;s:2:\"en\";i:5090;s:2:\"ru\";i:3489;}","0","3"
"180","180","post_translations","a:3:{s:2:\"de\";i:5473;s:2:\"en\";i:4179;s:2:\"ru\";i:3800;}","0","3"
"182","182","category_media","Adapter SQL","133","55"
"184","184","post_translations","a:3:{s:2:\"de\";i:6979;s:2:\"en\";i:4184;s:2:\"ru\";i:4044;}","0","3"
"185","185","post_translations","a:2:{s:2:\"de\";i:3781;s:2:\"ru\";i:4052;}","0","2"
"186","186","post_translations","a:3:{s:2:\"de\";i:2238;s:2:\"ru\";i:4069;s:2:\"en\";i:4541;}","0","3"
"187","187","post_translations","a:3:{s:2:\"de\";i:2407;s:2:\"ru\";i:4075;s:2:\"en\";i:4538;}","0","3"
"188","188","post_translations","a:3:{s:2:\"en\";i:5823;s:2:\"de\";i:2403;s:2:\"ru\";i:4086;}","0","3"
"189","189","post_translations","a:2:{s:2:\"de\";i:2421;s:2:\"ru\";i:4091;}","0","2"
"191","191","post_translations","a:3:{s:2:\"en\";i:4787;s:2:\"de\";i:2419;s:2:\"ru\";i:4271;}","0","3"
"192","192","post_translations","a:3:{s:2:\"de\";i:4394;s:2:\"en\";i:4398;s:2:\"ru\";i:4396;}","0","3"
"193","193","post_translations","a:3:{s:2:\"en\";i:4784;s:2:\"de\";i:2415;s:2:\"ru\";i:4457;}","0","3"
"194","194","post_translations","a:3:{s:2:\"ru\";i:4488;s:2:\"de\";i:2417;s:2:\"en\";i:5298;}","0","3"
"195","195","post_translations","a:3:{s:2:\"de\";i:3790;s:2:\"en\";i:6435;s:2:\"ru\";i:4643;}","0","3"
"196","196","post_translations","a:2:{s:2:\"ru\";i:4459;s:2:\"en\";i:4711;}","0","2"
"197","197","post_translations","a:2:{s:2:\"de\";i:3786;s:2:\"ru\";i:4810;}","0","2"
"198","198","post_translations","a:3:{s:2:\"de\";i:2387;s:2:\"en\";i:4919;s:2:\"ru\";i:4915;}","0","3"
"199","199","post_translations","a:3:{s:2:\"de\";i:5026;s:2:\"en\";i:5029;s:2:\"ru\";i:5032;}","0","3"
"200","200","post_translations","a:3:{s:2:\"de\";i:2412;s:2:\"en\";i:5038;s:2:\"ru\";i:5040;}","0","3"
"201","201","post_translations","a:2:{s:2:\"de\";i:3928;s:2:\"en\";i:5100;}","0","2"
"202","202","post_translations","a:3:{s:2:\"de\";i:3397;s:2:\"en\";i:5111;s:2:\"ru\";i:5114;}","0","3"
"203","203","post_translations","a:3:{s:2:\"en\";i:5279;s:2:\"de\";i:5277;s:2:\"ru\";i:5281;}","0","3"
"204","204","post_translations","a:2:{s:2:\"en\";i:5289;s:2:\"de\";i:5285;}","0","2"
"205","205","post_translations","a:2:{s:2:\"ru\";i:5506;s:2:\"de\";i:5510;}","0","2"
"206","206","nav_menu",,"0","0"
"207","207","post_translations","a:3:{s:2:\"de\";i:5634;s:2:\"en\";i:5639;s:2:\"ru\";i:5637;}","0","3"
"209","209","post_translations","a:3:{s:2:\"de\";i:6818;s:2:\"en\";i:5809;s:2:\"ru\";i:6703;}","0","3"
"210","210","post_translations","a:2:{s:2:\"en\";i:6624;s:2:\"ru\";i:4492;}","0","2"
"211","211","post_translations","a:2:{s:2:\"de\";i:6876;s:2:\"en\";i:2575;}","0","2"
"212","212","post_translations","a:2:{s:2:\"en\";i:6903;s:2:\"ru\";i:6489;}","0","2"
"213","213","post_translations","a:3:{s:2:\"ru\";i:6905;s:2:\"de\";i:3971;s:2:\"en\";i:6936;}","0","3"
"214","214","post_translations","a:2:{s:2:\"en\";i:6925;s:2:\"de\";i:5859;}","0","2"